id,screen_name,created_at,fav,rt,RTed,text,media1,media2,media3,media4,compound,neg,neu,pos
"=HYPERLINK(""http://www.twitter.com/nuswflt007/status/1675111219295059969"", ""1675111219295059969"")",TheMorningLK,2023-07-01 11:56:51,1,0,,Featured in tomorrow's edition of The Sunday Morning https://t.co/4uVuTkHqJ8,"=HYPERLINK(""https://video.twimg.com/ext_tw_video/1675110806973992967/pu/vid/1280x720/YeKN3d2xxFQ2pzF2.mp4?tag=12"", ""https://video.twimg.com/ext_tw_video/1675110806973992967/pu/vid/1280x720/YeKN3d2xxFQ2pzF2.mp4?tag=12"")",,,,0.0,0.0,1.0,0.0
"=HYPERLINK(""http://www.twitter.com/nuswflt007/status/1675083062173134848"", ""1675083062173134848"")",TheMorningLK,2023-07-01 10:04:58,0,0,,https://t.co/dOEBilHI8K,,,,,0.0,0.0,1.0,0.0
"=HYPERLINK(""http://www.twitter.com/nuswflt007/status/1675064679864090624"", ""1675064679864090624"")",TheMorningLK,2023-07-01 08:51:55,0,0,,https://t.co/TfwI9FuZKL,,,,,0.0,0.0,1.0,0.0
"=HYPERLINK(""http://www.twitter.com/nuswflt007/status/1675038784994562048"", ""1675038784994562048"")",TheMorningLK,2023-07-01 07:09:01,0,0,,https://t.co/YgIrdIJgtM,,,,,0.0,0.0,1.0,0.0
"=HYPERLINK(""http://www.twitter.com/nuswflt007/status/1675001902407495681"", ""1675001902407495681"")",TheMorningLK,2023-07-01 04:42:28,1,0,,https://t.co/IU4onF9QCE,,,,,0.0,0.0,1.0,0.0
"=HYPERLINK(""http://www.twitter.com/nuswflt007/status/1674982801177976832"", ""1674982801177976832"")",TheMorningLK,2023-07-01 03:26:34,1,0,,https://t.co/7WtOsQcOpm,,,,,0.0,0.0,1.0,0.0
"=HYPERLINK(""http://www.twitter.com/nuswflt007/status/1674789794193473541"", ""1674789794193473541"")",TheMorningLK,2023-06-30 14:39:37,1,0,,https://t.co/6X3VZy8jgh,,,,,0.0,0.0,1.0,0.0
"=HYPERLINK(""http://www.twitter.com/nuswflt007/status/1674787094710059010"", ""1674787094710059010"")",TheMorningLK,2023-06-30 14:28:54,1,0,,https://t.co/TbvnagUXJA,,,,,0.0,0.0,1.0,0.0
"=HYPERLINK(""http://www.twitter.com/nuswflt007/status/1674717041381769216"", ""1674717041381769216"")",TheMorningLK,2023-06-30 09:50:32,0,0,,https://t.co/XwuetZFAzU,,,,,0.0,0.0,1.0,0.0
"=HYPERLINK(""http://www.twitter.com/nuswflt007/status/1674709953012187136"", ""1674709953012187136"")",TheMorningLK,2023-06-30 09:22:22,0,0,,https://t.co/tDMZG4rE7h,,,,,0.0,0.0,1.0,0.0
"=HYPERLINK(""http://www.twitter.com/nuswflt007/status/1674708816989147136"", ""1674708816989147136"")",TheMorningLK,2023-06-30 09:17:51,1,0,,https://t.co/ZMK2kqn4hn,,,,,0.0,0.0,1.0,0.0
"=HYPERLINK(""http://www.twitter.com/nuswflt007/status/1674653443888386048"", ""1674653443888386048"")",TheMorningLK,2023-06-30 05:37:49,0,0,,https://t.co/ceuk7ndtwQ,,,,,0.0,0.0,1.0,0.0
"=HYPERLINK(""http://www.twitter.com/nuswflt007/status/1674645854077194241"", ""1674645854077194241"")",TheMorningLK,2023-06-30 05:07:39,0,0,,https://t.co/4cALtGKYMI,,,,,0.0,0.0,1.0,0.0
"=HYPERLINK(""http://www.twitter.com/nuswflt007/status/1674643777573761025"", ""1674643777573761025"")",TheMorningLK,2023-06-30 04:59:24,0,0,,https://t.co/iqlGBLNrj6,,,,,0.0,0.0,1.0,0.0
"=HYPERLINK(""http://www.twitter.com/nuswflt007/status/1674614297912307712"", ""1674614297912307712"")",TheMorningLK,2023-06-30 03:02:16,0,0,,https://t.co/8D9eYdazt2,,,,,0.0,0.0,1.0,0.0
"=HYPERLINK(""http://www.twitter.com/nuswflt007/status/1674606163546226688"", ""1674606163546226688"")",TheMorningLK,2023-06-30 02:29:56,0,0,,https://t.co/ANTQLyjMZa,,,,,0.0,0.0,1.0,0.0
"=HYPERLINK(""http://www.twitter.com/nuswflt007/status/1674606098060550146"", ""1674606098060550146"")",TheMorningLK,2023-06-30 02:29:41,0,1,,https://t.co/bJ2YZXoWns,,,,,0.0,0.0,1.0,0.0
"=HYPERLINK(""http://www.twitter.com/nuswflt007/status/1674606019106975745"", ""1674606019106975745"")",TheMorningLK,2023-06-30 02:29:22,0,0,,https://t.co/DyIULl965k,,,,,0.0,0.0,1.0,0.0
"=HYPERLINK(""http://www.twitter.com/nuswflt007/status/1674605894754258944"", ""1674605894754258944"")",TheMorningLK,2023-06-30 02:28:52,0,0,,https://t.co/zTrcYNDcBn,,,,,0.0,0.0,1.0,0.0
"=HYPERLINK(""http://www.twitter.com/nuswflt007/status/1674605753523634176"", ""1674605753523634176"")",TheMorningLK,2023-06-30 02:28:18,0,0,,https://t.co/RvkCzUMAUt,,,,,0.0,0.0,1.0,0.0
"=HYPERLINK(""http://www.twitter.com/nuswflt007/status/1674605310026346496"", ""1674605310026346496"")",TheMorningLK,2023-06-30 02:26:33,1,1,,https://t.co/Q7tOJDD3aK,,,,,0.0,0.0,1.0,0.0
"=HYPERLINK(""http://www.twitter.com/nuswflt007/status/1674460287074971648"", ""1674460287074971648"")",TheMorningLK,2023-06-29 16:50:17,0,0,,https://t.co/q2xVSqDSIO,,,,,0.0,0.0,1.0,0.0
"=HYPERLINK(""http://www.twitter.com/nuswflt007/status/1674404469868724225"", ""1674404469868724225"")",TheMorningLK,2023-06-29 13:08:29,1,0,,https://t.co/gtzmuWA6gh,,,,,0.0,0.0,1.0,0.0
"=HYPERLINK(""http://www.twitter.com/nuswflt007/status/1674325608334229505"", ""1674325608334229505"")",TheMorningLK,2023-06-29 07:55:07,1,0,,https://t.co/2D9SguVDij,,,,,0.0,0.0,1.0,0.0
"=HYPERLINK(""http://www.twitter.com/nuswflt007/status/1674300880785481730"", ""1674300880785481730"")",TheMorningLK,2023-06-29 06:16:51,0,0,,https://t.co/KaOUmCPMln,,,,,0.0,0.0,1.0,0.0
"=HYPERLINK(""http://www.twitter.com/nuswflt007/status/1674290736198742017"", ""1674290736198742017"")",TheMorningLK,2023-06-29 05:36:32,0,0,,https://t.co/JPj5sHGvny,,,,,0.0,0.0,1.0,0.0
"=HYPERLINK(""http://www.twitter.com/nuswflt007/status/1674273110969978881"", ""1674273110969978881"")",TheMorningLK,2023-06-29 04:26:30,0,0,,https://t.co/6fj0HUKXry,,,,,0.0,0.0,1.0,0.0
"=HYPERLINK(""http://www.twitter.com/nuswflt007/status/1674246929533009920"", ""1674246929533009920"")",TheMorningLK,2023-06-29 02:42:28,0,0,,https://t.co/V83vi7q0CN,,,,,0.0,0.0,1.0,0.0
"=HYPERLINK(""http://www.twitter.com/nuswflt007/status/1674246856057163778"", ""1674246856057163778"")",TheMorningLK,2023-06-29 02:42:11,0,0,,https://t.co/psdgvKlFxC,,,,,0.0,0.0,1.0,0.0
"=HYPERLINK(""http://www.twitter.com/nuswflt007/status/1674246783550263296"", ""1674246783550263296"")",TheMorningLK,2023-06-29 02:41:53,0,0,,https://t.co/2Rp1YupZKn,,,,,0.0,0.0,1.0,0.0
